from_stop_id,to_stop_id,dist,from_route_id,to_route_id,schedule_precedence
82553,82458,0.4,,,
82458,82557,0.34,,,
82557,82458,0.34,,,
82458,82586,0.05,,,
82586,82458,0.05,,,
82458,82587,0.06,,,
82587,82458,0.06,,,
82458,82601,0.21,,,
82601,82458,0.21,,,
82458,82609,0.27,,,
82609,82458,0.27,,,
82458,82622,0.45,,,
82622,82458,0.45,,,
82458,82829,0.42,,,
82829,82458,0.42,,,
82458,82866,0.12,,,
82866,82458,0.12,,,
82458,83102,0.4,,,
83102,82458,0.4,,,
82458,83109,0.35,,,
83109,82458,0.35,,,
82458,83121,0.25,,,
83121,82458,0.25,,,
82458,83126,0.23,,,
83126,82458,0.23,,,
82458,83139,0.2,,,
83139,82458,0.2,,,
82458,83148,0.24,,,
83148,82458,0.24,,,
82458,83152,0.25,,,
83152,82458,0.25,,,
82458,83159,0.3,,,
83159,82458,0.3,,,
82458,83162,0.34,,,
83162,82458,0.34,,,
82458,83178,0.46,,,
83178,82458,0.46,,,
82458,83312,0.38,,,
83312,82458,0.38,,,
82458,83355,0.26,,,
83355,82458,0.26,,,
82458,83389,0.32,,,
83389,82458,0.32,,,
82458,83473,0.32,,,
83473,82458,0.32,,,
82458,83481,0.43,,,
83481,82458,0.43,,,
82458,83529,0.3,,,
83529,82458,0.3,,,
82458,83566,0.38,,,
83566,82458,0.38,,,
82458,83634,0.35,,,
83634,82458,0.35,,,
82458,83641,0.43,,,
83641,82458,0.43,,,
82458,83648,0.34,,,
83648,82458,0.34,,,
82458,83662,0.36,,,
83662,82458,0.36,,,
82458,83771,0.38,,,
83771,82458,0.38,,,
82458,83819,0.41,,,
83819,82458,0.41,,,
82458,83934,0.42,,,
83934,82458,0.42,,,
82458,83945,0.47,,,
83945,82458,0.47,,,
82458,84095,0.47,,,
84095,82458,0.47,,,
82458,84107,0.5,,,
84107,82458,0.5,,,
36002,36503,0.2,,,
101541,101577,0.11,,,
101541,101681,0.29,,,
101681,101541,0.29,,,
101541,101871,0.13,,,
101541,102185,0.33,,,
101541,102191,0.37,,,
102191,101541,0.37,,,
101541,102270,0.26,,,
101541,102380,0.3,,,
101541,102399,0.41,,,
102399,101541,0.41,,,
101541,102746,0.42,,,
36008,36193,0.17,,,
36193,36008,0.17,,,
36008,36358,0.35,,,
36358,36008,0.35,,,
101553,101649,0.37,,,
101553,101780,0.09,,,
101780,101553,0.09,,,
101553,101875,0.22,,,
101553,101885,0.18,,,
101893,101553,0.13,,,
101553,101900,0.23,,,
101553,101903,0.34,,,
101553,101921,0.46,,,
101553,102067,0.2,,,
102067,101553,0.2,,,
101553,102115,0.48,,,
102115,101553,0.48,,,
101553,102160,0.49,,,
102160,101553,0.49,,,
101553,102566,0.5,,,
102566,101553,0.5,,,
101553,102567,0.49,,,
102567,101553,0.49,,,
68788,68806,0.17,,,
68806,68788,0.17,,,
68788,68919,0.44,,,
68919,68788,0.44,,,
68788,68966,0.18,,,
68966,68788,0.18,,,
68788,69010,0.46,,,
69010,68788,0.46,,,
68788,69141,0.41,,,
69141,68788,0.41,,,
68788,69177,0.22,,,
69177,68788,0.22,,,
68788,69335,0.28,,,
69335,68788,0.28,,,
68788,69470,0.48,,,
69470,68788,0.48,,,
68788,69486,0.38,,,
69486,68788,0.38,,,
68788,69494,0.35,,,
69494,68788,0.35,,,
69508,68788,0.26,,,
69519,68788,0.25,,,
68788,69532,0.28,,,
69532,68788,0.28,,,
68788,69538,0.31,,,
69538,68788,0.31,,,
68788,69542,0.37,,,
69542,68788,0.37,,,
68788,69548,0.5,,,
69548,68788,0.5,,,
68788,69781,0.42,,,
68788,69824,0.43,,,
69824,68788,0.43,,,
68788,69966,0.42,,,
69966,68788,0.42,,,
68788,68060,0.49,,,
68060,68788,0.49,,,
68788,69545,0.41,,,
69545,68788,0.41,,,
101561,101678,0.29,,,
101678,101561,0.29,,,
68966,68806,0.05,,,
68806,69098,0.27,,,
69098,68806,0.27,,,
69177,68806,0.13,,,
68806,69335,0.42,,,
69335,68806,0.42,,,
68806,69494,0.48,,,
69494,68806,0.48,,,
68806,69508,0.35,,,
69508,68806,0.35,,,
68806,69519,0.3,,,
69519,68806,0.3,,,
68806,69532,0.26,,,
69532,68806,0.26,,,
69538,68806,0.25,,,
68806,69542,0.27,,,
69542,68806,0.27,,,
68806,69548,0.36,,,
69548,68806,0.36,,,
68806,69555,0.43,,,
69555,68806,0.43,,,
68806,69917,0.44,,,
69917,68806,0.44,,,
69966,68806,0.38,,,
68806,68060,0.35,,,
68060,68806,0.35,,,
68806,69545,0.29,,,
69545,68806,0.29,,,
68806,69558,0.46,,,
69558,68806,0.46,,,
101681,101577,0.18,,,
101577,101871,0.16,,,
101871,101577,0.16,,,
102191,101577,0.29,,,
101577,102270,0.26,,,
102270,101577,0.26,,,
101577,102380,0.29,,,
102380,101577,0.29,,,
102399,101577,0.33,,,
101577,102746,0.41,,,
102746,101577,0.41,,,
102760,101577,0.45,,,
36045,36810,0.36,,,
36810,36045,0.36,,,
36821,36045,0.3,,,
36840,36045,0.32,,,
36045,36846,0.34,,,
36846,36045,0.34,,,
36045,35110,0.44,,,
35110,36045,0.44,,,
162599,183578,0.37,,,
183578,162599,0.37,,,
162599,183579,0.36,,,
183579,162599,0.36,,,
162599,162635,0.48,,,
162635,162599,0.48,,,
162599,162751,0.39,,,
162751,162599,0.39,,,
162599,163072,0.2,,,
163072,162599,0.2,,,
162599,163255,0.45,,,
163255,162599,0.45,,,
162599,163385,0.47,,,
163385,162599,0.47,,,
162599,163630,0.38,,,
163630,162599,0.38,,,
162599,163788,0.43,,,
162599,163821,0.45,,,
68850,68827,0.18,,,
68827,69030,0.19,,,
69030,68827,0.19,,,
68827,69038,0.49,,,
69038,68827,0.49,,,
69127,68827,0.27,,,
69340,68827,0.4,,,
69342,68827,0.25,,,
68827,69546,0.31,,,
69546,68827,0.31,,,
69684,68827,0.34,,,
68827,69977,0.41,,,
69977,68827,0.41,,,
68827,69979,0.4,,,
69979,68827,0.4,,,
101607,102312,0.46,,,
102312,101607,0.46,,,
101608,101678,0.38,,,
101678,101608,0.38,,,
101608,102935,0.46,,,
102935,101608,0.46,,,
101608,102388,0.27,,,
68850,69030,0.06,,,
68850,69038,0.31,,,
69038,68850,0.31,,,
68850,69127,0.44,,,
69127,68850,0.44,,,
68850,69176,0.33,,,
69176,68850,0.33,,,
68850,69340,0.25,,,
69340,68850,0.25,,,
69342,68850,0.18,,,
68850,69483,0.37,,,
69483,68850,0.37,,,
68850,69546,0.25,,,
69684,68850,0.28,,,
68850,69977,0.37,,,
69977,68850,0.37,,,
68850,69979,0.37,,,
69979,68850,0.37,,,
68854,68888,0.48,,,
68888,68854,0.48,,,
68854,69225,0.5,,,
69225,68854,0.5,,,
68854,69542,0.49,,,
69542,68854,0.49,,,
68854,69548,0.37,,,
69548,68854,0.37,,,
68854,69555,0.31,,,
69555,68854,0.31,,,
69563,68854,0.25,,,
68854,69571,0.27,,,
69571,68854,0.27,,,
68854,69573,0.3,,,
69573,68854,0.3,,,
68854,69583,0.4,,,
69583,68854,0.4,,,
68854,69586,0.43,,,
69586,68854,0.43,,,
68854,68060,0.38,,,
68077,68854,0.25,,,
68854,69545,0.45,,,
69545,68854,0.45,,,
68854,69558,0.29,,,
69558,68854,0.29,,,
36088,36288,0.14,,,
36088,36565,0.47,,,
36088,37090,0.37,,,
36088,37115,0.4,,,
36088,35078,0.35,,,
167180,167729,0.35,,,
167729,167180,0.35,,,
167746,167180,0.21,,,
167752,167180,0.24,,,
167756,167180,0.33,,,
167180,167762,0.47,,,
167762,167180,0.47,,,
167207,167182,0.24,,,
167182,167594,0.28,,,
167594,167182,0.28,,,
167182,167984,0.38,,,
167984,167182,0.38,,,
101649,101780,0.4,,,
101780,101649,0.4,,,
101887,101649,0.32,,,
101893,101649,0.42,,,
101649,102067,0.46,,,
102067,101649,0.46,,,
101649,102115,0.19,,,
102115,101649,0.19,,,
101649,102160,0.2,,,
102160,101649,0.2,,,
101649,102566,0.32,,,
102566,101649,0.32,,,
101649,102567,0.32,,,
102567,101649,0.32,,,
101649,102985,0.47,,,
102985,101649,0.47,,,
101649,102990,0.47,,,
102990,101649,0.47,,,
101655,101862,0.23,,,
101862,101655,0.23,,,
101655,102148,0.28,,,
102148,101655,0.28,,,
101655,102312,0.41,,,
102312,101655,0.41,,,
68888,69571,0.45,,,
69571,68888,0.45,,,
68888,69573,0.41,,,
69573,68888,0.41,,,
68888,69583,0.3,,,
69583,68888,0.3,,,
68888,69586,0.28,,,
69586,68888,0.28,,,
69597,68888,0.25,,,
68888,69610,0.28,,,
69610,68888,0.28,,,
68888,69620,0.36,,,
69620,68888,0.36,,,
68888,69626,0.46,,,
69626,68888,0.46,,,
68888,70039,0.38,,,
167207,167236,0.37,,,
167207,167246,0.5,,,
167207,167594,0.15,,,
167207,167984,0.3,,,
167207,168005,0.39,,,
167207,168022,0.47,,,
101678,101574,0.04,,,
101574,101678,0.04,,,
101678,102388,0.45,,,
102388,101678,0.45,,,
101681,101871,0.31,,,
101871,101681,0.31,,,
101681,102170,0.41,,,
102170,101681,0.41,,,
101681,102185,0.2,,,
101681,102270,0.34,,,
102270,101681,0.34,,,
101681,102326,0.43,,,
102326,101681,0.43,,,
101681,102380,0.36,,,
102380,101681,0.36,,,
101681,102746,0.45,,,
102746,101681,0.45,,,
68919,69010,0.03,,,
69010,68919,0.03,,,
68919,69098,0.36,,,
69098,68919,0.36,,,
68919,69126,0.22,,,
69126,68919,0.22,,,
68919,69128,0.13,,,
68919,69141,0.1,,,
68919,69335,0.27,,,
69335,68919,0.27,,,
68919,69466,0.2,,,
68919,69470,0.2,,,
68919,69486,0.25,,,
68919,69494,0.28,,,
69494,68919,0.28,,,
68919,69508,0.41,,,
69508,68919,0.41,,,
68919,69519,0.48,,,
69519,68919,0.48,,,
68919,69609,0.42,,,
69609,68919,0.42,,,
68919,69781,0.33,,,
69781,68919,0.33,,,
68919,69824,0.34,,,
69824,68919,0.34,,,
68919,69917,0.48,,,
69917,68919,0.48,,,
68919,70018,0.36,,,
68919,70211,0.41,,,
68935,68921,0.25,,,
68921,68950,0.5,,,
68950,68921,0.5,,,
69630,68921,0.4,,,
69640,68921,0.35,,,
69659,68921,0.26,,,
69676,68921,0.28,,,
69682,68921,0.36,,,
69886,68921,0.31,,,
167286,167236,0.45,,,
167236,167594,0.4,,,
167594,167236,0.4,,,
167236,167984,0.47,,,
167984,167236,0.47,,,
167236,168005,0.32,,,
168005,167236,0.32,,,
167236,168022,0.3,,,
168022,167236,0.3,,,
167236,168037,0.32,,,
168037,167236,0.32,,,
148022,148538,0.28,,,
148538,148022,0.28,,,
148022,148847,0.38,,,
148847,148022,0.38,,,
148008,148022,0.22,,,
148022,148836,0.47,,,
148836,148022,0.47,,,
148022,148841,0.42,,,
148841,148022,0.42,,,
148022,148850,0.49,,,
148850,148022,0.49,,,
148022,148852,0.41,,,
148852,148022,0.41,,,
148022,148860,0.33,,,
148860,148022,0.33,,,
148022,148872,0.33,,,
148872,148022,0.33,,,
68935,68950,0.25,,,
68950,68935,0.25,,,
69682,68935,0.25,,,
68935,69708,0.36,,,
69708,68935,0.36,,,
68935,70045,0.4,,,
70045,68935,0.4,,,
68935,70230,0.43,,,
70230,68935,0.43,,,
68935,68353,0.31,,,
68353,68935,0.31,,,
167286,167246,0.33,,,
167246,167291,0.5,,,
167291,167246,0.5,,,
167246,168005,0.38,,,
168005,167246,0.38,,,
167246,168022,0.32,,,
168022,167246,0.32,,,
167246,168037,0.3,,,
168037,167246,0.3,,,
168080,167246,0.48,,,
68950,69676,0.45,,,
69676,68950,0.45,,,
68950,69682,0.35,,,
69682,68950,0.35,,,
68950,70045,0.36,,,
167257,167609,0.46,,,
167609,167257,0.46,,,
167687,167257,0.25,,,
186414,167257,0.2,,,
68957,69014,0.5,,,
69014,68957,0.5,,,
68957,69073,0.38,,,
69073,68957,0.38,,,
68957,69394,0.38,,,
69394,68957,0.38,,,
68957,69727,0.43,,,
69727,68957,0.43,,,
68966,69098,0.26,,,
69098,68966,0.26,,,
68966,69335,0.4,,,
69335,68966,0.4,,,
68966,69486,0.5,,,
69486,68966,0.5,,,
68966,69494,0.46,,,
69494,68966,0.46,,,
68966,69508,0.32,,,
69508,68966,0.32,,,
68966,69519,0.26,,,
69519,68966,0.26,,,
68966,69532,0.21,,,
69532,68966,0.21,,,
68966,69538,0.2,,,
69538,68966,0.2,,,
68966,69542,0.23,,,
69542,68966,0.23,,,
68966,69548,0.32,,,
69548,68966,0.32,,,
68966,69555,0.41,,,
69555,68966,0.41,,,
68966,69917,0.4,,,
69917,68966,0.4,,,
68966,69966,0.33,,,
69966,68966,0.33,,,
68966,70436,0.45,,,
70436,68966,0.45,,,
68966,68060,0.39,,,
68060,68966,0.39,,,
68966,69545,0.25,,,
69545,68966,0.25,,,
68966,69558,0.43,,,
69558,68966,0.43,,,
167286,167291,0.17,,,
167291,167286,0.17,,,
167286,167312,0.29,,,
167312,167286,0.29,,,
167286,167708,0.23,,,
167708,167286,0.23,,,
167286,167961,0.39,,,
167961,167286,0.39,,,
167286,168037,0.44,,,
168037,167286,0.44,,,
168080,167286,0.3,,,
167286,168094,0.34,,,
168094,167286,0.34,,,
167286,168108,0.42,,,
168108,167286,0.42,,,
167286,168212,0.38,,,
168212,167286,0.38,,,
101082,101754,0.28,,,
167291,167312,0.13,,,
167312,167291,0.13,,,
167291,167331,0.38,,,
167331,167291,0.38,,,
167291,167345,0.46,,,
167345,167291,0.46,,,
167291,167961,0.28,,,
167961,167291,0.28,,,
167291,168080,0.32,,,
168080,167291,0.32,,,
167291,168108,0.32,,,
168108,167291,0.32,,,
167291,168570,0.5,,,
168570,167291,0.5,,,
168575,167291,0.5,,,
167312,167708,0.2,,,
167708,167312,0.2,,,
167312,168080,0.39,,,
168080,167312,0.39,,,
167312,168094,0.32,,,
168094,167312,0.32,,,
167312,168212,0.37,,,
168212,167312,0.37,,,
69010,69098,0.37,,,
69098,69010,0.37,,,
69010,69126,0.2,,,
69010,69128,0.1,,,
69010,69141,0.09,,,
69141,69010,0.09,,,
69010,69335,0.27,,,
69335,69010,0.27,,,
69010,69466,0.17,,,
69010,69470,0.17,,,
69010,69486,0.24,,,
69486,69010,0.24,,,
69010,69494,0.27,,,
69494,69010,0.27,,,
69010,69508,0.41,,,
69508,69010,0.41,,,
69010,69519,0.49,,,
69519,69010,0.49,,,
69010,69609,0.39,,,
69010,69781,0.32,,,
69781,69010,0.32,,,
69010,69824,0.33,,,
69824,69010,0.33,,,
69010,69917,0.47,,,
69917,69010,0.47,,,
69010,70018,0.33,,,
69010,70211,0.38,,,
101780,101875,0.22,,,
101875,101780,0.22,,,
101780,101885,0.15,,,
101885,101780,0.15,,,
101780,101887,0.1,,,
101887,101780,0.1,,,
101780,101893,0.04,,,
101893,101780,0.04,,,
101780,101900,0.17,,,
101900,101780,0.17,,,
101780,101903,0.29,,,
101903,101780,0.29,,,
101780,101921,0.42,,,
101921,101780,0.42,,,
101780,102067,0.11,,,
102067,101780,0.11,,,
101780,102115,0.48,,,
102115,101780,0.48,,,
101780,102160,0.48,,,
102160,101780,0.48,,,
101780,102566,0.46,,,
102566,101780,0.46,,,
101780,102567,0.45,,,
102567,101780,0.45,,,
101780,103044,0.43,,,
103044,101780,0.43,,,
69013,69860,0.47,,,
69860,69013,0.47,,,
70189,69013,0.39,,,
69013,70205,0.43,,,
70205,69013,0.43,,,
69013,70237,0.39,,,
70237,69013,0.39,,,
69013,67959,0.34,,,
69014,69316,0.5,,,
69316,69014,0.5,,,
69350,69014,0.12,,,
167331,167708,0.41,,,
167708,167331,0.41,,,
167331,168094,0.48,,,
168094,167331,0.48,,,
69029,70129,0.49,,,
70129,69029,0.49,,,
69029,185550,0.49,,,
185550,69029,0.49,,,
69029,69691,0.44,,,
69691,69029,0.44,,,
69030,69038,0.31,,,
69038,69030,0.31,,,
69030,69127,0.43,,,
69127,69030,0.43,,,
69030,69176,0.31,,,
69176,69030,0.31,,,
69030,69340,0.21,,,
69340,69030,0.21,,,
69342,69030,0.12,,,
69030,69483,0.33,,,
69483,69030,0.33,,,
69684,69030,0.22,,,
69977,69030,0.31,,,
69979,69030,0.31,,,
69030,70280,0.47,,,
70280,69030,0.47,,,
70464,69030,0.45,,,
36514,36265,0.04,,,
36265,36953,0.42,,,
36953,36265,0.42,,,
36265,185439,0.41,,,
185439,36265,0.41,,,
36265,36912,0.28,,,
36912,36265,0.28,,,
69038,69165,0.27,,,
69165,69038,0.27,,,
69038,69340,0.18,,,
69340,69038,0.18,,,
69038,69342,0.33,,,
69342,69038,0.33,,,
69483,69038,0.17,,,
69038,69546,0.36,,,
69546,69038,0.36,,,
69038,69684,0.38,,,
69684,69038,0.38,,,
69038,69977,0.44,,,
69977,69038,0.44,,,
69038,69979,0.46,,,
69979,69038,0.46,,,
69038,70280,0.4,,,
70280,69038,0.4,,,
69038,70498,0.46,,,
70498,69038,0.46,,,
167345,167708,0.48,,,
167708,167345,0.48,,,
69055,69073,0.36,,,
69073,69055,0.36,,,
69055,69394,0.36,,,
69394,69055,0.36,,,
69055,69727,0.41,,,
69727,69055,0.41,,,
36288,37090,0.31,,,
37090,36288,0.31,,,
37109,36288,0.47,,,
37115,36288,0.29,,,
35088,36288,0.41,,,
69073,69384,0.35,,,
69384,69073,0.35,,,
69073,70029,0.46,,,
70029,69073,0.46,,,
101852,101862,0.25,,,
101862,101852,0.25,,,
101852,102148,0.26,,,
102148,101852,0.26,,,
101852,102312,0.4,,,
102312,101852,0.4,,,
101862,102715,0.39,,,
102715,101862,0.39,,,
69098,69128,0.46,,,
69128,69098,0.46,,,
69098,69141,0.31,,,
69141,69098,0.31,,,
69098,69177,0.25,,,
69177,69098,0.25,,,
69098,69335,0.16,,,
69335,69098,0.16,,,
69098,69466,0.4,,,
69466,69098,0.4,,,
69098,69470,0.36,,,
69470,69098,0.36,,,
69098,69486,0.26,,,
69486,69098,0.26,,,
69098,69494,0.22,,,
69494,69098,0.22,,,
69508,69098,0.15,,,
69519,69098,0.17,,,
69098,69532,0.25,,,
69532,69098,0.25,,,
69098,69538,0.3,,,
69538,69098,0.3,,,
69098,69542,0.39,,,
69542,69098,0.39,,,
69098,69781,0.29,,,
69098,69824,0.3,,,
69824,69098,0.3,,,
69098,69966,0.38,,,
69966,69098,0.38,,,
69098,70018,0.48,,,
70018,69098,0.48,,,
69098,70436,0.48,,,
70436,69098,0.48,,,
69098,70438,0.41,,,
70438,69098,0.41,,,
69098,70523,0.44,,,
69098,70658,0.49,,,
69098,69545,0.43,,,
69545,69098,0.43,,,
101871,102185,0.26,,,
102185,101871,0.26,,,
101871,102191,0.31,,,
102191,101871,0.31,,,
101871,102399,0.34,,,
102399,101871,0.34,,,
101871,102760,0.42,,,
102760,101871,0.42,,,
101887,101875,0.12,,,
101893,101875,0.23,,,
101875,101900,0.38,,,
101900,101875,0.38,,,
101875,102067,0.26,,,
102067,101875,0.26,,,
101875,102115,0.26,,,
102115,101875,0.26,,,
101875,102160,0.27,,,
102160,101875,0.27,,,
101875,102566,0.28,,,
102566,101875,0.28,,,
101875,102567,0.27,,,
102567,101875,0.27,,,
101875,102985,0.39,,,
102985,101875,0.39,,,
101875,103044,0.46,,,
103044,101875,0.46,,,
101875,102990,0.38,,,
102990,101875,0.38,,,
167756,167420,0.4,,,
167762,167420,0.25,,,
167764,167420,0.18,,,
167420,167804,0.43,,,
167804,167420,0.43,,,
168421,167420,0.4,,,
101887,101885,0.06,,,
101893,101885,0.16,,,
101885,101900,0.31,,,
101900,101885,0.31,,,
101885,101903,0.44,,,
101903,101885,0.44,,,
101885,102067,0.19,,,
102067,101885,0.19,,,
101885,102115,0.32,,,
102115,101885,0.32,,,
101885,102160,0.33,,,
102160,101885,0.33,,,
101885,102566,0.32,,,
102566,101885,0.32,,,
101885,102567,0.31,,,
102567,101885,0.31,,,
101885,102985,0.41,,,
102985,101885,0.41,,,
101885,103044,0.42,,,
103044,101885,0.42,,,
101885,102990,0.4,,,
102990,101885,0.4,,,
101893,101887,0.1,,,
101887,101900,0.25,,,
101887,101903,0.38,,,
101887,102067,0.14,,,
102067,101887,0.14,,,
101887,102115,0.38,,,
102115,101887,0.38,,,
101887,102160,0.39,,,
102160,101887,0.39,,,
101887,102566,0.37,,,
102566,101887,0.37,,,
101887,102567,0.36,,,
102567,101887,0.36,,,
101887,102985,0.44,,,
102985,101887,0.44,,,
101887,103044,0.4,,,
103044,101887,0.4,,,
101887,102990,0.43,,,
102990,101887,0.43,,,
167762,167426,0.37,,,
167764,167426,0.28,,,
167426,167804,0.31,,,
167804,167426,0.31,,,
168421,167426,0.45,,,
167426,168449,0.46,,,
168449,167426,0.46,,,
101893,101900,0.15,,,
101893,101903,0.27,,,
101893,101921,0.4,,,
101893,102067,0.07,,,
101893,102115,0.48,,,
102115,101893,0.48,,,
101893,102160,0.49,,,
102160,101893,0.49,,,
101893,102566,0.45,,,
102566,101893,0.45,,,
101893,102567,0.44,,,
102567,101893,0.44,,,
101893,103044,0.38,,,
101893,102990,0.49,,,
102990,101893,0.49,,,
69126,69128,0.1,,,
69128,69126,0.1,,,
69126,69141,0.26,,,
69141,69126,0.26,,,
69126,69335,0.44,,,
69335,69126,0.44,,,
69126,69466,0.22,,,
69466,69126,0.22,,,
69126,69470,0.26,,,
69470,69126,0.26,,,
69126,69486,0.37,,,
69486,69126,0.37,,,
69126,69494,0.42,,,
69494,69126,0.42,,,
69126,69781,0.43,,,
69781,69126,0.43,,,
69126,69824,0.44,,,
69824,69126,0.44,,,
69126,70018,0.33,,,
70018,69126,0.33,,,
69126,70211,0.38,,,
70211,69126,0.38,,,
69126,70728,0.5,,,
70728,69126,0.5,,,
69154,69127,0.34,,,
69342,69127,0.43,,,
69127,69546,0.45,,,
69546,69127,0.45,,,
69684,69127,0.46,,,
69127,69979,0.48,,,
69979,69127,0.48,,,
69127,69988,0.35,,,
69988,69127,0.35,,,
69127,70009,0.44,,,
70009,69127,0.44,,,
69128,69141,0.15,,,
69141,69128,0.15,,,
69128,69335,0.34,,,
69335,69128,0.34,,,
69128,69486,0.28,,,
69486,69128,0.28,,,
69128,69494,0.32,,,
69494,69128,0.32,,,
69128,69508,0.48,,,
69508,69128,0.48,,,
69128,69609,0.29,,,
69609,69128,0.29,,,
69128,69781,0.34,,,
69781,69128,0.34,,,
69128,69824,0.35,,,
69824,69128,0.35,,,
101926,101900,0.36,,,
101900,102067,0.14,,,
102067,101900,0.14,,,
101900,103044,0.4,,,
103044,101900,0.4,,,
101900,102624,0.44,,,
102624,101900,0.44,,,
101926,101903,0.24,,,
101931,101903,0.38,,,
101903,102067,0.26,,,
102067,101903,0.26,,,
101903,102576,0.45,,,
102576,101903,0.45,,,
101903,103044,0.46,,,
103044,101903,0.46,,,
101903,102624,0.34,,,
102624,101903,0.34,,,
69141,69335,0.19,,,
69335,69141,0.19,,,
69141,69466,0.13,,,
69466,69141,0.13,,,
69141,69470,0.12,,,
69470,69141,0.12,,,
69141,69486,0.15,,,
69141,69494,0.19,,,
69494,69141,0.19,,,
69141,69508,0.33,,,
69508,69141,0.33,,,
69141,69519,0.4,,,
69519,69141,0.4,,,
69141,69609,0.42,,,
69609,69141,0.42,,,
69141,69781,0.23,,,
69781,69141,0.23,,,
69141,69824,0.25,,,
69824,69141,0.25,,,
69141,69917,0.39,,,
69917,69141,0.39,,,
69141,70018,0.28,,,
70018,69141,0.28,,,
69141,70211,0.33,,,
70211,69141,0.33,,,
69141,70438,0.49,,,
70438,69141,0.49,,,
69141,70728,0.47,,,
70728,69141,0.47,,,
101926,101921,0.11,,,
101931,101921,0.25,,,
101921,102067,0.38,,,
102067,101921,0.38,,,
101921,102576,0.34,,,
102576,101921,0.34,,,
101921,103077,0.47,,,
103077,101921,0.47,,,
101079,101921,0.48,,,
101921,102624,0.26,,,
102624,101921,0.26,,,
69154,69155,0.11,,,
69154,69156,0.36,,,
69154,69157,0.21,,,
69157,69154,0.21,,,
69154,69988,0.29,,,
69988,69154,0.29,,,
69154,70009,0.27,,,
70009,69154,0.27,,,
69154,70056,0.35,,,
70056,69154,0.35,,,
69154,70057,0.35,,,
70057,69154,0.35,,,
69154,70075,0.49,,,
70075,69154,0.49,,,
69155,69156,0.26,,,
69156,69155,0.26,,,
69155,69157,0.11,,,
69157,69155,0.11,,,
69155,69988,0.34,,,
69988,69155,0.34,,,
69155,70009,0.29,,,
70009,69155,0.29,,,
69155,70056,0.3,,,
70056,69155,0.3,,,
69155,70057,0.3,,,
70057,69155,0.3,,,
69155,70075,0.41,,,
70075,69155,0.41,,,
69155,70080,0.47,,,
70080,69155,0.47,,,
69155,69158,0.41,,,
69156,69157,0.15,,,
69157,69156,0.15,,,
69156,69162,0.41,,,
69162,69156,0.41,,,
69156,70009,0.45,,,
70009,69156,0.45,,,
69156,70056,0.32,,,
70056,69156,0.32,,,
69156,70057,0.32,,,
70057,69156,0.32,,,
69156,70075,0.29,,,
70075,69156,0.29,,,
69156,70080,0.31,,,
70080,69156,0.31,,,
69156,69158,0.15,,,
69157,69988,0.42,,,
69988,69157,0.42,,,
70009,69157,0.34,,,
70056,69157,0.28,,,
69157,70057,0.28,,,
70057,69157,0.28,,,
69157,70075,0.34,,,
70075,69157,0.34,,,
69157,70080,0.39,,,
70080,69157,0.39,,,
69157,69158,0.31,,,
69158,69157,0.31,,,
101926,101931,0.14,,,
101931,101926,0.14,,,
101926,102067,0.49,,,
102067,101926,0.49,,,
101926,102576,0.26,,,
102576,101926,0.26,,,
101926,103077,0.41,,,
103077,101926,0.41,,,
101926,101079,0.4,,,
101079,101926,0.4,,,
101926,102624,0.23,,,
69162,70075,0.47,,,
69162,70095,0.29,,,
69162,70080,0.41,,,
69162,69158,0.26,,,
101931,102576,0.21,,,
101931,103077,0.37,,,
101931,101079,0.33,,,
101931,102624,0.26,,,
102624,101931,0.26,,,
69165,69176,0.27,,,
69176,69165,0.27,,,
69340,69165,0.4,,,
69483,69165,0.31,,,
69165,70280,0.48,,,
70280,69165,0.48,,,
69176,69340,0.14,,,
69340,69176,0.14,,,
69176,69342,0.31,,,
69342,69176,0.31,,,
69483,69176,0.11,,,
69176,69546,0.33,,,
69546,69176,0.33,,,
69176,69684,0.35,,,
69684,69176,0.35,,,
69176,69977,0.4,,,
69977,69176,0.4,,,
69176,69979,0.42,,,
69979,69176,0.42,,,
69176,70280,0.35,,,
70280,69176,0.35,,,
69176,70498,0.4,,,
70498,69176,0.4,,,
69177,69335,0.38,,,
69335,69177,0.38,,,
69177,69486,0.48,,,
69486,69177,0.48,,,
69177,69494,0.43,,,
69494,69177,0.43,,,
69177,69508,0.28,,,
69508,69177,0.28,,,
69177,69519,0.21,,,
69519,69177,0.21,,,
69177,69532,0.14,,,
69532,69177,0.14,,,
69177,69538,0.12,,,
69538,69177,0.12,,,
69177,69542,0.16,,,
69542,69177,0.16,,,
69177,69548,0.28,,,
69548,69177,0.28,,,
69177,69555,0.37,,,
69555,69177,0.37,,,
69177,69781,0.48,,,
69781,69177,0.48,,,
69177,69824,0.48,,,
69824,69177,0.48,,,
69177,69917,0.35,,,
69917,69177,0.35,,,
69177,69966,0.25,,,
69966,69177,0.25,,,
69177,70436,0.38,,,
70436,69177,0.38,,,
69177,70438,0.46,,,
70438,69177,0.46,,,
69177,70465,0.43,,,
70465,69177,0.43,,,
69177,70523,0.45,,,
70523,69177,0.45,,,
69177,70658,0.45,,,
70658,69177,0.45,,,
69177,70733,0.46,,,
70733,69177,0.46,,,
69177,70806,0.47,,,
70806,69177,0.47,,,
69177,68060,0.45,,,
68060,69177,0.45,,,
69177,69545,0.2,,,
69545,69177,0.2,,,
69177,69558,0.4,,,
