fare_id,route_id,origin_id,destination_id,contains_id
CT_LOCAL,1_3401,2,3,
CT_LOCAL,1_3401,2,2,
CT_COMMUTER,1_3401,3,4,
CT_COMMUTER,1_3401,2,4,
CT_LOCAL,1_3280,1,1,
CT_LOCAL,1_3280,2,1,
CT_LOCAL,1_3280,2,2,
CT_LOCAL,1_3280,1,2,
CT_LOCAL,1_3275,1,1,
CT_LOCAL,1_3275,2,1,
CT_LOCAL,1_3275,2,2,
CT_LOCAL,1_3275,1,2,
CT_LOCAL,1_3270,1,1,
CT_LOCAL,1_3270,2,1,
CT_LOCAL,1_3270,2,2,
CT_LOCAL,1_3270,1,2,
CT_LOCAL,1_3240,1,1,
CT_LOCAL,1_3230,1,1,
CT_LOCAL,1_3222,1,2,
CT_LOCAL,1_3222,1,1,
CT_LOCAL,1_3222,2,1,
CT_LOCAL,1_3222,2,2,
CT_LOCAL,1_3221,1,1,
CT_LOCAL,1_3202,1,1,
CT_LOCAL,1_3202,2,1,
CT_LOCAL,1_3202,2,2,
CT_LOCAL,1_3202,1,2,
CT_LOCAL,1_3201,1,1,
CT_LOCAL,1_3201,2,1,
CT_LOCAL,1_3201,2,2,
CT_LOCAL,1_3201,1,2,
CT_LOCAL,1_3200,1,2,
CT_LOCAL,1_3200,1,1,
CT_LOCAL,1_3200,2,2,
CT_LOCAL,1_3190,2,2,
CT_LOCAL,1_3131,3,2,
CT_LOCAL,1_3131,2,3,
CT_LOCAL,1_3131,3,3,
CT_LOCAL,1_3131,2,2,
CT_LOCAL,1_3130,3,2,
CT_LOCAL,1_3130,3,3,
CT_LOCAL,1_3130,2,2,
CT_LOCAL,1_3130,2,3,
CT_LOCAL,1_3121,2,3,
CT_LOCAL,1_3121,3,3,
CT_LOCAL,1_3121,2,2,
CT_LOCAL,1_3121,3,2,
CT_LOCAL,1_3120,3,2,
CT_LOCAL,1_3120,3,3,
CT_LOCAL,1_3120,2,2,
CT_LOCAL,1_3119,2,2,
CT_LOCAL,1_3118,3,2,
CT_LOCAL,1_3118,3,3,
CT_LOCAL,1_3118,2,2,
CT_LOCAL,1_3118,2,3,
CT_LOCAL,1_3116,2,2,
CT_LOCAL,1_3115,2,2,
CT_LOCAL,1_3113,2,2,
CT_LOCAL,1_3112,2,2,
CT_LOCAL,1_3110,2,2,
CT_LOCAL,1_3106,3,2,
CT_LOCAL,1_3106,3,3,
CT_LOCAL,1_3106,2,2,
CT_LOCAL,1_3106,2,3,
CT_LOCAL,1_3105,3,2,
CT_LOCAL,1_3105,3,3,
CT_LOCAL,1_3105,2,2,
CT_LOCAL,1_3105,2,3,
CT_LOCAL,1_3101,3,2,
CT_LOCAL,1_3101,3,3,
CT_LOCAL,1_3101,2,2,
CT_LOCAL,1_3101,2,3,
CT_LOCAL,1_3404,3,3,
CT_COMMUTER,1_3404,4,4,
CT_LOCAL,1_3404,2,3,
CT_LOCAL,1_3404,2,2,
CT_COMMUTER,1_3404,3,4,
CT_COMMUTER,1_3404,2,4,
PIERCE,1_2061,3,3,
PIERCE,1_2061,3,5,
PIERCE,1_2061,5,5,
PIERCE,1_2061,5,3,
PIERCE,1_2601,5,5,
PIERCE,1_2060,5,5,
ST_EXPRESS_1Z,1_6599,5,5,
ST_EXPRESS_2Z,1_6595,5,4,
ST_EXPRESS_1Z,1_6595,4,4,
ST_EXPRESS_1Z,1_6595,5,5,
ST_EXPRESS_2Z,1_6594,5,4,
ST_EXPRESS_1Z,1_6594,4,4,
ST_EXPRESS_1Z,1_6594,5,5,
ST_EXPRESS_2Z,1_6594,4,5,
ST_EXPRESS_2Z,1_6593,5,4,
ST_EXPRESS_1Z,1_6593,4,4,
ST_EXPRESS_1Z,1_6593,5,5,
ST_EXPRESS_2Z,1_6592,5,4,
ST_EXPRESS_1Z,1_6592,4,4,
ST_EXPRESS_1Z,1_6592,5,5,
ST_EXPRESS_2Z,1_6592,4,5,
ST_EXPRESS_2Z,1_6590,5,4,
ST_EXPRESS_1Z,1_6590,4,4,
ST_EXPRESS_1Z,1_6590,5,5,
ST_EXPRESS_2Z,1_6590,4,5,
PIERCE,1_2059,5,5,
ST_EXPRESS_2Z,1_6586,5,4,
ST_EXPRESS_1Z,1_6586,4,4,
ST_EXPRESS_1Z,1_6586,5,5,
ST_EXPRESS_1Z,1_6578,5,5,
ST_EXPRESS_2Z,1_6578,4,5,
ST_EXPRESS_1Z,1_6578,4,4,
ST_EXPRESS_1Z,1_6578,4,3,
ST_EXPRESS_2Z,1_6578,3,5,
ST_EXPRESS_1Z,1_6578,3,3,
ST_EXPRESS_1Z,1_6574,3,3,
ST_EXPRESS_1Z,1_6574,5,5,
ST_EXPRESS_2Z,1_6574,5,3,
ST_EXPRESS_2Z,1_6574,3,5,
PIERCE,1_2057,5,5,
PIERCE,1_2056,5,5,
PIERCE,1_2055,5,5,
PIERCE,1_2054,5,5,
PIERCE,1_2053,5,5,
PIERCE,1_2052,5,5,
PIERCE,1_2501,3,3,
PIERCE,1_2501,5,5,
PIERCE,1_2501,5,3,
PIERCE,1_2501,3,5,
PIERCE,1_2500,3,3,
PIERCE,1_2500,5,5,
PIERCE,1_2500,5,3,
PIERCE,1_2500,3,5,
PIERCE,1_2497,3,3,
PIERCE,1_2497,5,5,
PIERCE,1_2497,5,3,
PIERCE,1_2496,5,5,
PIERCE,1_2495,5,5,
PIERCE,1_2490,5,5,
PIERCE,1_2048,5,5,
PIERCE,1_2045,5,5,
PIERCE,1_2444,5,5,
PIERCE,1_2042,5,5,
PIERCE,1_2413,5,5,
PIERCE,1_2410,5,5,
PIERCE,1_2041,5,5,
PIERCE,1_2409,5,5,
PIERCE,1_2408,5,5,
PIERCE,1_2407,5,5,
PIERCE,1_2406,5,5,
PIERCE,1_2402,3,3,
PIERCE,1_2402,5,5,
PIERCE,1_2402,5,3,
PIERCE,1_2402,3,5,
PIERCE,1_2300,5,5,
PIERCE,1_2003,5,5,
PIERCE,1_2028,5,5,
PIERCE,1_2026,5,5,
PIERCE,1_2220,5,5,
PIERCE,1_2214,5,5,
PIERCE,1_2212,5,5,
PIERCE,1_2207,5,5,
PIERCE,1_2206,5,5,
PIERCE,1_2204,5,5,
PIERCE,1_2202,5,5,
PIERCE,1_2002,5,5,
PIERCE,1_2016,5,5,
PIERCE,1_2013,5,5,
PIERCE,1_2113,5,5,
PIERCE,1_2011,5,5,
PIERCE,1_2102,5,5,
PIERCE,1_2100,5,5,
PIERCE,1_2010,5,5,
PIERCE,1_2001,5,5,
ST_EXPRESS_2Z,1_6578,5,4,
ST_EXPRESS_2Z,1_6578,5,3,
ST_EXPRESS_1Z,1_6578,3,4,
KINGSTON_EDMONDS_FERRY,1_5001,6009,2008,
EDMONDS_KINGSTON_FERRY,1_5001,2008,6009,
FOUNT_SOUTHWORTH_FERRY,1_5003,4010,6005,
VASHON_PTDEF_FERRY,1_5004,3007,5011,
PTDEF_VASHION_FERRY,1_5004,5011,3007,
BAIN_SEA_FERRY,1_5005,6002,4001,
SEA_BAIN_FERRY,1_5005,4001,6002,
BREM_SEA_FERRY,1_5006,6003,4001,
SEA_BREM_FERRY,1_5006,4001,6003,
VASHON_SEATTLE_FERRY,1_5007,3006,4001,
SEATTLE_VASHON_FERRY,1_5007,4001,3006,
VASHON_FOUNT_FERRY,1_5002,3006,4010,
FOUNT_VASHON_FERRY,1_5002,4010,3006,
SOUTHWORTH_VASHON_FERRY,1_5008,6005,3006,
VASHON_SOUTHWORTH_FERRY,1_5008,3006,6005,
ST_EXPRESS_1Z,1_6003,4,4,
ST_EXPRESS_1Z,1_6003,2,4,
ST_EXPRESS_1Z,1_6003,2,2,
ST_EXPRESS_2Z,1_6003,4,2,
ST_EXPRESS_1Z,1_6011,4,4,
ST_LR_2Z,1_6011,402,4,
ST_LR_2Z,1_6011,303,402,
ST_LR_1Z,1_6011,402,402,
ST_LR_3Z,1_6011,303,4,
ST_LR_1Z,1_6011,303,303,
ST_LR_2Z,1_6011,402,303,
ST_LR_2Z,1_6011,4,402,
ST_LR_3Z,1_6011,4,303,
ST_EXPRESS_2Z,1_6001,5,4,
ST_EXPRESS_1Z,1_6001,3,3,
ST_EXPRESS_1Z,1_6001,4,4,
ST_EXPRESS_2Z,1_6001,5,3,
ST_EXPRESS_1Z,1_6001,3,4,
ST_EXPRESS_1Z,1_6001,5,5,
ST_EXPRESS_1Z,1_6010,5,5,
METRO_1Z,1_8001,4,4,
ST_EXPRESS_2Z,1_6001,4,5,
ST_EXPRESS_1Z,1_6001,4,3,
ST_EXPRESS_2Z,1_6001,3,5,
PIERCE,1_2603,5,5,
CT_LOCAL,1_7012,2,2,
CT_LOCAL,1_7017,2,2,
CT_LOCAL,1_7018,2,2,
CT_LOCAL,1_7002,2,2,
CT_LOCAL,1_7027,2,2,
CT_LOCAL,1_7029,2,2,
CT_LOCAL,1_7003,2,2,
CT_LOCAL,1_7004,2,2,
CT_LOCAL,1_7005,2,2,
CT_LOCAL,1_7007,2,2,
CT_LOCAL,1_7070,2,2,
CT_LOCAL,1_7701,2,2,
CT_LOCAL,1_7072,1,2,
CT_LOCAL,1_7072,1,1,
CT_LOCAL,1_7072,2,2,
CT_LOCAL,1_7008,2,2,
CT_LOCAL,1_7009,2,2,
CT_LOCAL,1_7025,2,2,
CT_LOCAL,1_7014,2,2,
KITSAP,1_4005,6,6,
KITSAP,1_4011,6,6,
KITSAP,1_4013,6,6,
KITSAP,1_4015,6,6,
KITSAP,1_4017,6,6,
KITSAP,1_4019,6,6,
KITSAP,1_4020,6,6,
KITSAP,1_4021,6,6,
KITSAP,1_4022,6,6,
KITSAP,1_4023,6,6,
KITSAP,1_4025,6,6,
KITSAP,1_4026,6,6,
KITSAP,1_4029,6,6,
KITSAP,1_4034,6,6,
KITSAP,1_4085,6005,6005,
KITSAP,1_4085,6,6005,
KITSAP,1_4085,6,6,
KITSAP,1_4091,6,6002,
KITSAP,1_4091,6002,6002,
KITSAP,1_4091,6,6,
KITSAP,1_4094,6,6002,
KITSAP,1_4094,6002,6002,
KITSAP,1_4094,6,6,
KITSAP,1_4095,6,6002,
KITSAP,1_4095,6002,6002,
KITSAP,1_4095,6,6,
KITSAP,1_4097,6,6002,
KITSAP,1_4097,6002,6002,
KITSAP,1_4097,6,6,
KITSAP,1_4098,6,6002,
KITSAP,1_4098,6002,6002,
KITSAP,1_4098,6,6,
KITSAP,1_4099,6,6002,
KITSAP,1_4099,6002,6002,
KITSAP,1_4099,6,6,
KITSAP,1_4501,6003,6003,
KITSAP,1_4301,5,5,
KITSAP,1_4301,6,5,
KITSAP,1_4301,6,6,
KITSAP,1_4301,5,6,
KITSAP,1_4033,6,6002,
KITSAP,1_4033,6002,6002,
KITSAP,1_4033,6,6,
KITSAP,1_4091,6009,6002,
KITSAP,1_4091,6009,6,
KITSAP,1_4091,6009,6009,
KITSAP,1_4091,6002,6009,
KITSAP,1_4091,6,6009,
KITSAP,1_4091,6002,6,
KITSAP,1_4092,6,6009,
KITSAP,1_4092,6009,6009,
KITSAP,1_4092,6,6,
KITSAP,1_4086,6005,6,
KITSAP,1_4086,6005,6005,
KITSAP,1_4086,6,6005,
KITSAP,1_4086,6,6,
KITSAP,1_4502,6003,6003,
KITSAP,1_4093,6,6002,
KITSAP,1_4093,6002,6002,
KITSAP,1_4093,6,6,
KITSAP,1_4106,6,6002,
KITSAP,1_4106,6002,6002,
KITSAP,1_4106,6,6,
KITSAP,1_4096,6,6002,
KITSAP,1_4096,6002,6002,
KITSAP,1_4096,6,6,
KITSAP,1_4036,6,6,
KITSAP,1_4024,6,6,
KITSAP,1_4012,6,6,
KITSAP,1_4009,6,6003,
KITSAP,1_4009,6003,6003,
KITSAP,1_4009,6003,6,
KITSAP,1_4009,6,6,
KITSAP,1_4032,6,6,
KITSAP,1_4035,6,6,
KITSAP,1_4037,6,6,
KITSAP,1_4041,6,6,
KITSAP,1_4081,6003,6003,
KITSAP,1_4081,6003,6,
KITSAP,1_4081,6,6,
KITSAP,1_4008,6,6,
KITSAP,1_4090,6002,6,
KITSAP,1_4090,6,6,
KITSAP,1_4090,6002,6002,
KITSAP,1_4090,6,6002,
KITSAP,1_4202,6,6,
KITSAP,1_4203,6,6,
KITSAP,1_4204,6,6,
KITSAP,1_4207,6,6,
KITSAP,1_4209,6,6,
KITSAP,1_4210,6,6,
KITSAP,1_4212,6005,6,
KITSAP,1_4212,6005,6005,
KITSAP,1_4212,6,6005,
KITSAP,1_4212,6,6,
KITSAP,1_4213,6,6,
KITSAP,1_4214,6,6,
KITSAP,1_4215,6,6,
KITSAP,1_4216,6,6,
KITSAP,1_4217,6,6,
KITSAP,1_4218,6,6,
KITSAP,1_4219,6,6,
KITSAP,1_4220,6,6,
KITSAP,1_4222,6,6,
KITSAP,1_4226,6002,6,
KITSAP,1_4226,6,6,
KITSAP,1_4226,6002,6002,
KITSAP,1_4221,6,6,
KITSAP,1_4223,6009,6,
KITSAP,1_4223,6009,6009,
KITSAP,1_4223,6,6,
KITSAP,1_4224,6,6,
KITSAP,1_4225,6,6,
KITSAP,1_4201,6,6,
KITSAP,1_4205,6,6003,
KITSAP,1_4205,6003,6003,
KITSAP,1_4205,6003,6,
KITSAP,1_4205,6,6,
KITSAP,1_4206,6,6,
KITSAP,1_4211,6,6,
KITSAP,1_4208,6,6,
PIERCE,1_2051,5,5,
WS_SEATTLE_FOOT_FERRY,1_5009,4001,4001,
