route_id,agency_id,route_short_name,route_long_name,route_desc,route_type
1_6560,PSRC,ST560,560 BEL-STAC-WSEA EB,,3
1_6566,PSRC,ST566,566 ISSAQ-NGATE EX**,,3
1_6574,PSRC,ST574,574 Lakewood-Seatac*,,3
1_6577,PSRC,ST577,577 FED WY-SEACBD NB,,3
1_6578,PSRC,ST578,578 Seattle-Puyallu*,,3
1_6586,PSRC,ST586,586 Tacoma-UDistrict,,3
1_6590,PSRC,ST590,590 Tacoma-Seattle,,3
1_6592,PSRC,ST592,592 Dupont-Seattle,,3
1_6593,PSRC,ST593,593 Tacoma-Seattle *,,3
1_6594,PSRC,ST594,594 Lakewood-Seattle,,3
1_6595,PSRC,ST595,595 GigHarbor-Seatt*,,3
1_6599,PSRC,ST599,599 LAKEWD-TAC EX**,,3
1_7002,PSRC,ET002,2 BOEING-WALNUT SB,,3
1_7003,PSRC,ET003,3 W Casino Rd-EvrtS*,,3
1_7004,PSRC,ET004,4 N Everett Circula*,,3
1_7005,PSRC,ET005,5 Everett Circ SB,,3
1_7007,PSRC,ET007,7 EVERGRN-N COLBY SB,,3
1_7008,PSRC,ET008,8 MERRIL CK-EV ST WB,,3
1_7009,PSRC,ET009,9 AIRPORT RD-EVCC SB,,3
1_7012,PSRC,ET012,12 Mall Circl,,3
1_7014,PSRC,ET014,14 Mall Circl,,3
1_7017,PSRC,ET017,17 Mall Statn NB,,3
1_7018,PSRC,ET018,18 Mukilteo-Evert S*,,3
1_7025,PSRC,ET025,25 Everett Circl,,3
1_7027,PSRC,ET027,27 Murphys Conr-Mal*,,3
1_7029,PSRC,ET029,29 Mall Sta - Coll *,,3
1_7070,PSRC,ET070,70 Mukilteo to Boei*,,3
1_7072,PSRC,ET072,72,,3
1_7701,PSRC,ET701,701 Swift-Aurora-Ev*,,3
1_8001,PSRC,RLMNR,MNRL SEACTR-WSTLK SB,,0
